################################ ENVIRONMENT #################################
# Version........: <unkown>
# CWD............: /app/gipp-experiments
# Host...........: 1aa1e9770b45
# Python.........: 2.7.18 (default, Apr 20 2020, 19:27:10)  [GCC 8.3.0]
#################################### DATA ####################################
#   GIPP-vs-OMIP-vs-C/OMLP
                         5,                    1-1-1,                    1-1-1,                    0-0-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    0-0-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    0-0-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    0-0-0,                    1-1-1
                       810,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       815,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0
                       820,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-1,                    0-0-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       825,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    0-0-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       830,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1
                       835,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       840,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-0-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0
                       845,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       850,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       855,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-1,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    0-0-0,                    1-1-0
                       860,                    1-1-0,                    0-0-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       865,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1
                       870,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       875,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0
                       880,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    0-0-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-0-0,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0
                       885,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-0-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0,                    1-1-0,                    1-1-0,                    0-0-0,                    1-1-0,                    1-1-0,                    1-1-1,                    1-1-0
